# id,course_code,course_title,course_credit,prerequisite,exclusion,corequisite

1020,MGMT 4250,Management Consulting,3 Credit(s),MGMT 1110 or MGMT 2110,"",""
1021,MGMT 4260,Simulating Executive Decision-making (Strategy and Crisis) in a Real-life Organization,3 Credit(s),"","",""
1022,PHYS 1001,Physics and the Modern Society,3 Credit(s),"",Level 3 or above in HKDSE 1/2x Physics or HKDSE 1x Physics; any PHYS courses at 1100-level or above,""
1023,PHYS 1002,Introduction to Astrophysics and Astronomy,3 Credit(s),Level 3 or above in HKDSE 1/2x OR in HKDSE 1x Physics,"PHYS 1006, PHYS 4054",""
1024,PHYS 1003,Energy and Related Environmental Issues,3 Credit(s),Level 3 or above in HKDSE 1/2x OR in HKDSE 1x Physics,"",""
1025,PHYS 1005,Physics in Movies,3 Credit(s),Level 3 or above in HKDSE 1/2x Physics OR HKDSE 1x Physics,"",""
1026,PHYS 1006,Astronomy for Beginners,3 Credit(s),"","Level 3 or above in HKDSE 1/2x Physics OR HKDSE 1x Physics, a passing grade in AL/AS Physics, PHYS 1001, PHYS 1002, PHYS 4054",""
1027,PHYS 1111,General Physics I,3 Credit(s),Level 3 or above in HKDSE 1/2x OR HKDSE 1x Physics,"Level 3 or above in HKDSE Mathematics Extended Module M1/M2, PHYS 1112, PHYS 1312",""
1028,PHYS 1112,General Physics I with Calculus,3 Credit(s),(Level 3 or above in HKDSE 1/2x OR in HKDSE 1x Physics) AND Level 3 or above in HKDSE Mathematics Extended Module M1/M2,"PHYS 1111, PHYS 1312",""
1029,PHYS 1113,Laboratory for General Physics I,1 Credit(s),"","",PHYS 1111 OR PHYS 1112 OR PHYS 1312
1030,PHYS 1114,General Physics II,3 Credit(s),(PHYS 1111 OR PHYS 1112 OR PHYS 1312) AND (level 3 or above in HKDSE Mathematics Extended Module M1/M2 OR MATH 1012 OR MATH 1013 OR MATH 1020 OR MATH 1023),"PHYS 1154 (prior to 2014-15), PHYS 1314",""
1031,PHYS 1115,Laboratory for General Physics II,1 Credit(s),"","",PHYS 1114 OR PHYS 1154 (prior to 2014-15) OR PHYS 1314
1032,PHYS 1312,Honors General Physics I,3 Credit(s),(Level 5* or above in HKDSE 1/2x Physics OR in HKDSE 1x Physics) AND (Level 5 or above in HKDSE Mathematics Extended Module M1/M2),"PHYS 1111, PHYS 1112",""
1102,SCIE 1500,Guided Study on Research I,1 Credit(s),"","",""
1179,SOSC 1460,Japan: Change and Continuity,3 Credit(s),"","",""
1033,PHYS 1314,Honors General Physics II,3 Credit(s),(Grade A- or above in PHYS 1111 OR PHYS 1112 OR Grade B- or above in PHYS 1312) AND (Level 5 or above in HKDSE Mathematics Extended Module M1/M2 OR MATH 1012 OR MATH 1013 OR MATH 1020 OR MATH 1023),"PHYS 1114, PHYS 1154 (prior to 2014-15)",""
1034,PHYS 2021,Black Holes and the Early Universe,3 Credit(s),A passing grade in AL Physics OR any 000-/1000- level physics course,PHYS 4054,""
1035,PHYS 2022,Modern Physics,3 Credit(s),PHYS 1114 OR PHYS 1154 (prior to 2014-15) OR PHYS 1314 OR PHYS 2421 (prior to 2013-14),"",""
1036,PHYS 2023,Modern Physics Laboratory,1 Credit(s),"","",PHYS 2022
1037,PHYS 2080,Physics Seminar,1 Credit(s),"","",""
1038,PHYS 2090,Directed Studies in Physics I,1 Credit(s),CGA at 2.70 or above,"",""
1039,PHYS 2124,Mathematical Methods in Physics I,3 Credit(s),MATH 2023 AND (MATH 2121 OR MATH 2131),MATH 2352,""
1040,PHYS 3031,Mathematical Methods in Physics II,3 Credit(s),MATH 2023 AND MATH 2121 AND (MATH 2352 OR PHYS 2124),"",""
1041,PHYS 3032,Classical Mechanics,3 Credit(s),PHYS 1111 OR PHYS 1112 OR PHYS 1312 OR PHYS 2421 (prior to 2013-14),"",""
1042,PHYS 3033,Electricity and Magnetism I,3 Credit(s),PHYS 1114 OR PHYS 1154 (prior to 2014-15) OR PHYS 1314 OR PHYS 2421 (prior to 2013-14),PHYS 3053,""
1043,PHYS 3034,Electricity and Magnetism II,3 Credit(s),PHYS 3033 OR PHYS 3053,"",""
1044,PHYS 3036,Quantum Mechanics I,3 Credit(s),PHYS 2022,PHYS 3037,""
1045,PHYS 3037,Honors Quantum Mechanics I,4 Credit(s),Grade B- or above in PHYS 2022,PHYS 3036,""
1046,PHYS 3038,Optics,3 Credit(s),"",ELEC 4610,""
1047,PHYS 3040,Introduction to Materials Science,3 Credit(s),"","",""
1048,PHYS 3041,Introduction to Materials Processing,3 Credit(s),"","",PHYS 3040
1049,PHYS 3053,Honors Electricity and Magnetism I,4 Credit(s),PHYS 1114 (Grade B- or above) OR PHYS 1154 (Grade B- or above) (prior to 2014-15) OR PHYS 1314,PHYS 3033,""
1050,PHYS 3071,Introduction to Stellar Astrophysics,3 Credit(s),PHYS 2022,"",""
1051,PHYS 3090,Directed Studies in Physics II,1 Credit(s),CGA at 2.70 or above,"",""
1052,PHYS 3142,Computational Methods in Physics,3 Credit(s),(COMP 1021 OR COMP 1029P) AND (MATH 2352 OR PHYS 2124),"MATH 3311, MATH 3312",""
1053,PHYS 3152,Methods of Experimental Physics I,3 Credit(s),PHYS 1114 OR PHYS 1314,"",LANG 3013
1054,PHYS 3153,Methods of Experimental Physics II,3 Credit(s),PHYS 1114 OR PHYS 1314,"",LANG 3013
1055,PHYS 3411,Methods of Experimental Physics,2 Credit(s),PHYS 2421 (prior to 2013-14),"",""
1056,PHYS 4050,Thermodynamics and Statistical Physics,3 Credit(s),PHYS 2022,"",""
1057,PHYS 4051,Quantum Mechanics II,3 Credit(s),"PHYS 3031/MATH 4052, AND PHYS 3036/PHYS 3037","",""
1058,PHYS 4052,Introductory Solid State Physics,3 Credit(s),PHYS 3036 OR PHYS 3037,"",""
1059,PHYS 4053,Lasers and Optical Electronics,3 Credit(s),"","",""
1060,PHYS 4054,Introduction to Astrophysics,3 Credit(s),(MATH 2352 OR PHYS 2124) AND PHYS 2022,"",""
1061,PHYS 4055,Particle Physics and the Universe,3 Credit(s),PHYS 3036 OR PHYS 3037,"",""
1062,PHYS 4058,Information Physics,3 Credit(s),PHYS 3031 OR PHYS 4050,"",""
1063,PHYS 4059,Physics of Management Science,3 Credit(s),"","IELM 3010, ISOM 3710",""
1064,PHYS 4060,Computational Physics,3 Credit(s),COMP 1002 (prior to 2013-14) AND (MATH 3312 OR PHYS 3142),"",PHYS 3031
1065,PHYS 4071,Big Bang Cosmology and Inflation,3 Credit(s),PHYS 2022 AND (PHYS 2124 OR MATH 2351 OR MATH 2352),PHYS 4054,""
1066,PHYS 4080,Physics Seminar and Tutorial II,1 Credit(s),"","",""
1067,PHYS 4090,Directed Studies in Physics III,1 Credit(s),CGA at 2.70 or above,"",""
1068,PHYS 4151,Experimental Physics: An Experiential Approach,2 Credit(s),PHYS 1113 AND PHYS 1115,"",""
1069,PHYS 4191,Capstone Project,4 Credit(s),PHYS 3152 AND PHYS 3153,PHYS 4291,LANG 4013
1070,PHYS 4291,Capstone Research,6 Credit(s),PHYS 3152 AND PHYS 3153,PHYS 4191,""
1071,PHYS 4411,Advanced Physics Laboratory,3 Credit(s),(PHYS 3033 OR PHYS 3036 OR PHYS 3037 OR PHYS 3053) AND PHYS 3411,"",""
1072,PHYS 4498,Independent Study Project,4 Credit(s),"","",""
1073,RMBI 1010,Risk Management in Society,3 Credit(s),"","",""
1074,RMBI 1020,Business Intelligence in Contemporary Society,3 Credit(s),"","",""
1075,RMBI 2001,Academic and Professional Development in Risk Management and Business Intelligence,0 Credit(s),"","",""
1076,RMBI 3110,Introduction to Risk Management and Business Intelligence,3 Credit(s),ISOM 2500 or MATH 2411,"",""
1077,RMBI 4000,Special Topics in Risk Management and Business Intelligence,1-4 Credit(s),"","",""
1078,RMBI 4110,Financial Service Operations Management,3 Credit(s),(ISOM 2500 OR MATH 2411) AND ISOM 2700,"",""
1079,RMBI 4210,Quantitative Methods for Risk Management,3 Credit(s),ISOM 3540 OR MATH 2421 OR MATH 2431,"",""
1080,RMBI 4220,Life Contingencies Models and Insurance Risk,3 Credit(s),ELEC 2600 OR ISOM 3540 OR MATH 2421 OR MATH 2431,"",""
1081,RMBI 4310,Advanced Data Mining for Risk Management and Business Intelligence,3 Credit(s),COMP 4331 or ISOM 3360,"",""
1082,RMBI 4980,Risk Management and Business Intelligence Capstone Project I,4 Credit(s),"","",""
1083,RMBI 4990,Risk Management and Business Intelligence Capstone Project II,4 Credit(s),RMBI 4980,"",""
1084,SBMT 1100,Business Study Trip,0-1 Credit(s),"","",""
1085,SBMT 1111,Business Student Induction,0 Credit(s),"","",""
1086,SBMT 2100-2110,Community Services Project,1-4 Credit(s),"","",""
1087,SBMT 2200,Social Enterprise Internship Program,1-4 Credit(s),"","",""
1088,SBMT 2900,Special Topics in Business and Management,0-4 Credit(s),"","",""
1089,SBMT 3100,Business Field Study Fundamentals,1-4 Credit(s),"","",""
1090,SBMT 3200-3210,Corporate Project,1-4 Credit(s),"","",""
1091,SBMT 3300,Business Competitions,1 Credit(s),"","",""
1092,SCIE 1000,Science School Induction,0 Credit(s),"","",""
1093,SCIE 1010,Enrichment Project,1-3 Credit(s),"","",""
1094,SCIE 1030,Special Topics,1-4 Credit(s),"","",""
1095,SCIE 1050,Gastronomy,3 Credit(s),"","",""
1096,SCIE 1080,Development and Management on Science Activities,1-2 Credit(s),"","",""
1097,SCIE 1090,Community Services Project,1-4 Credit(s),"","",""
1098,SCIE 1100,Career Building for Science Students,1 Credit(s),"","GNED 2510, GNED 2520",""
1099,SCIE 1110,Great Ideas in Science,3 Credit(s),"","",""
1100,SCIE 1120,Chemistry and Life,3 Credit(s),"","",""
1101,SCIE 1130,Scientific Understanding of Our World,1 Credit(s),"","",""
1103,SCIE 2000,"Space, Time and Motion",3 Credit(s),[(Level 3 or above in HKDSE 1/2x OR in HKDSE 1x Physics) AND Level 3 or above in HKDSE Mathematics Extended Module M1/M2] OR (a passing grade in AS/AL Physics AND in AS Mathematics & Statistics/AL Pure Mathematics),"",""
1104,SCIE 2500,Guided Study on Research II,1 Credit(s),SCIE 1500,"",""
1105,SCIE 3100,Career Building in Science Education,2 Credit(s),"","",""
1106,SCIE 3110,Teaching Science Using Innovative Teaching Tools,3 Credit(s),Level 4 or above in HKDSE (1x Physics OR 1x Chemistry OR Mathematics M1/M2 ),"",""
1107,SCIE 3500,IRE Research Project I,3 Credit(s),"(for IRE students in LIFS, MATH, PHYS and ENVS) SCIE 2500; (for IRE students in CHEM) SCIE 2500 AND CHEM 3550","",(for IRE students in LIFS) LIFS 3110
1108,SCIE 3900,International Research Experience,3 Credit(s),SCIE 1500,"",""
1109,SCIE 4500,IRE Research Project II,3 Credit(s),SCIE 3500,"",LANG 3011 OR LANG 4012 OR LANG 4013 OR LANG 4014 OR LANG 4015 OR LANG 4016
1110,SCIE 4850,Young Entrepreneurship Syndicate in Applied Sciences Workshop,1 Credit(s),"","",""
1111,SCIE 4860,Young Entrepreneurial Syndicate in Applied Sciences Project,3 Credit(s),"","",""
1112,SHSS 1010,First-year Seminar,1 Credit(s),"","",""
1113,SHSS 1020,Global China Studies Internship,1-2 Credit(s),"","",""
1114,SHSS 1030,Career Building for Global China Studies Students,1 Credit(s),"",GNED 2510,""
1115,SHSS 3001,"Understanding China, 1700-2000: A Data Analytic Approach",3 Credit(s),"",MGCS 5001,""
1116,SHSS 3010,SHSS Independent Study,1-2 Credit(s),"","",""
1117,SHSS 4520,Qualitative Research Methods,3 Credit(s),"","",""
1118,SHSS 4991,Capstone Project,3 Credit(s),"",SHSS 4992,LANG 4070
1119,SHSS 4992,Honors Thesis,6 Credit(s),"","SHSS 4991, SHSS 4993",""
1120,SHSS 4993,Honors Research,3 Credit(s),SHSS 4991,SHSS 4992,""
1121,SISP 1101,Appreciation of Our Nature,1 Credit(s),"","",""
1122,SISP 1102,Chemistry in the Modern World,1 Credit(s),"","",""
1123,SISP 1103,Introductory Game Theory,1 Credit(s),"","",""
1124,SISP 1104,Calculus: the First Steps,1 Credit(s),"","",""
1125,SISP 1105,The Physics of Everyday Life,1 Credit(s),"","",""
1126,SISP 1301,The Fascinating World of Multimedia and Its Processing,1 Credit(s),"","",""
1127,SISP 1302,Fundamentals of Robot Control and Action,1 Credit(s),"","",""
1128,SISP 1303,Intelligent Sensing Technologies,1 Credit(s),"","",""
1129,SISP 1304,Making Smart Decisions in Daily Lives with Engineering Ideas,1 Credit(s),"","",""
1130,SISP 1305,Internet Game Development for Beginners,1 Credit(s),"","",""
1131,SISP 1306,Development of Great Structures throughout Civilisation,1 Credit(s),"","",""
1132,SISP 1307,Better Environment: The Technology Behind the Stories,1 Credit(s),"","",""
1133,SISP 1308,The Electric Vehicle: Technology and Expectations in the Automobile Age,1 Credit(s),"","",""
1134,SISP 1309,Renewal Energy Applications: Wind Power for Lighting,1 Credit(s),"","",""
1135,SISP 1310,Engineering and Environment,1 Credit(s),"","",""
1136,SISP 1311,Acoustic Waves and Intelligent Fluid Systems,1 Credit(s),"","",""
1137,SISP 1312,Developing Android Applications for Beginners,1 Credit(s),"","",""
1138,SISP 1313,Introduction to Computer-Aided Design and Manufacturing,1 Credit(s),"","",""
1139,SISP 1314,Engineering Design of Solar Car,1 Credit(s),"","",""
1140,SISP 1315,"Solid Waste : Our Valuable Resource, Renewable Energy and Environmental Business",1 Credit(s),"","",""
1141,SISP 1501,Accounting as a Language of Business,1 Credit(s),"","",""
1142,SISP 1502,Information Systems for Business Innovation,1 Credit(s),"","",""
1143,SISP 1503,Price Theory and Its Applications,1 Credit(s),"","",""
1144,SISP 1504,The World of Marketing,1 Credit(s),"","",""
1145,SISP 1505,Becoming an Effective Decision Maker,1 Credit(s),"","",""
1146,SISP 1506,Managing Business Operations for Competitive Advantage,1 Credit(s),"","",""
1147,SISP 1507,Effective Management for Results,1 Credit(s),"","",""
1148,SISP 1508,Understanding Finance,1 Credit(s),"","",""
1149,SISP 1509,Social Media in Business,1 Credit(s),"","",""
1150,SISP 1510,Statistics for Business and Policy Analysis,1 Credit(s),"","",""
1151,SISP 1701,Appreciation of Western Architecture,1 Credit(s),"","",""
1152,SISP 1702,"History that High-School Textbooks Never Touched: Violence, Sins, ""Great"" Men in China, 1800s-1930s",1 Credit(s),"","",""
1153,SISP 1703,Psychology and Personal Growth,1 Credit(s),"","",""
1154,SISP 1704,Humanities and Leadership,1 Credit(s),"","",""
1155,SISP 1705,Introduction to Musical Theatre,1 Credit(s),"","",""
1156,SISP 1706,Sociology and Everyday Life,1 Credit(s),"","",""
1157,SISP 1707,The Story of Canto-Pop,1 Credit(s),"","",""
1158,SISP 1708,Exploring Music and Film,1 Credit(s),"","",""
1159,SISP 1709,Introducing Music Theory,1 Credit(s),"","",""
1160,SISP 1710,Creativity and Innovation,1 Credit(s),"","",""
1161,SISP 1711,"Science, Technology and Public Health",1 Credit(s),"","",""
1162,SISP 1901,Greening Business: Challenges and Opportunities,1 Credit(s),"","",""
1163,SOSC 1000-1010,Special Topics,1-4 Credit(s),"","",""
1164,SOSC 1100,Elementary Statistics for Social Research,3 Credit(s),"","ISOM 2500, MATH 2411",""
1165,SOSC 1110,"Science, Technology and Society",3 Credit(s),"",MGCS 5023,""
1166,SOSC 1130,"Science, Technology and Business",3 Credit(s),"",MGCS 5023,""
1167,SOSC 1150,"Science, Technology and Work",3 Credit(s),"","",""
1168,SOSC 1160,Mass Media in China,3 Credit(s),"","",""
1169,SOSC 1170,Environmental and Energy Governance in China,3 Credit(s),"","",""
1170,SOSC 1190,China and the World: China's Development in Historical and Comparative Perspectives,3 Credit(s),"","",""
1171,SOSC 1200,Quantitative Social Analysis,3 Credit(s),"","",""
1172,SOSC 1210,First-Year Seminar for Quantitative Social Analysis,1 Credit(s),"","",""
1173,SOSC 1270,International Law,3 Credit(s),"","",""
1174,SOSC 1300,The World of Politics,3 Credit(s),"","",""
1175,SOSC 1340,China-United States Relations,3 Credit(s),"","",""
1176,SOSC 1350,Contemporary China: Continuity and Change,3 Credit(s),"","",""
1177,SOSC 1420,Poverty,3 Credit(s),"","",""
1178,SOSC 1440,Introduction to Economics,3 Credit(s),"","ECON 2103, ECON 2113, ECON 2123, ECON 2913 (prior to 2013-14), ECON 3113, ECON 3133",""
1180,SOSC 1661,Contemporary Hong Kong: Government & Politics,3 Credit(s),"","SOSC 1662, SOSC 1663 (prior to 2016-17)",""
1181,SOSC 1662,Contemporary Hong Kong: Society,3 Credit(s),"","SOSC 1661, SOSC 1663 (prior to 2016-17)",""
1182,SOSC 1780,Population and Development in China,3 Credit(s),"","",""
1183,SOSC 1810,Sociology of the Family,3 Credit(s),"","",""
1184,SOSC 1840,"Government, Law and Society in China",3 Credit(s),"","",""
1185,SOSC 1850,Understanding Society,3 Credit(s),"","",""
1186,SOSC 1860,Population and Society,3 Credit(s),"","",""
1187,SOSC 1960,Discovering Mind and Behavior,3 Credit(s),"","",""
1188,SOSC 1980,Psychology and Everyday Life,3 Credit(s),"","",""
1189,SOSC 2000,Special Topics,1-4 Credit(s),"","",""
1190,SOSC 2010,Environment and Society,3 Credit(s),"",ENVR 1040,""
1191,SOSC 2120,The Party-state System in China: Origins and Developments,3 Credit(s),"","",""
1192,SOSC 2130,Education and Society,3 Credit(s),"","",""
1193,SOSC 2140,Research Methods in the Social Sciences,3 Credit(s),"","",""
1194,SOSC 2170,"Environment, Sustainability and Business: A Design Approach",3 Credit(s),"","",""
1195,SOSC 2210,Social Psychology,3 Credit(s),SOSC 1960 OR SOSC 1980,"",""
1196,SOSC 2280,International Relations of East Asia,3 Credit(s),"","",""
1197,SOSC 2290,Understanding Globalization,3 Credit(s),"","",""
1198,SOSC 2300,"The Pearl River Delta Mega-City: Agglomeration, Integration, Multi-Polarity",3 Credit(s),"","",""
1199,SOSC 2310,Introductory Environmental and Health Economics,3 Credit(s),"","",""
1200,SOSC 2400,Intermediate Statistics for Social Research,3 Credit(s),SOSC 1100,"",""
1201,SOSC 2630,Development in Rural China,3 Credit(s),"One of ECON 2103, ECON 2113, ECON 2913 (prior to 2013-14), ECON 3113, ECON 3133 or SOSC 1440","",""
1202,SOSC 2640,The Chinese Cultural Revolution: A Case Study in Politico-Social Movements,3 Credit(s),"","",""
1203,SOSC 2740,Gender and Society,3 Credit(s),"","",""
1204,SOSC 2780,Modernization and Social Change,3 Credit(s),"","",""
1205,SOSC 2960,Educational Psychology,3 Credit(s),SOSC 1960 OR SOSC 1980,"",""
1206,SOSC 2970,Abnormal Psychology,3 Credit(s),SOSC 1960 OR SOSC 1980,"",""
1207,SOSC 2980,Personality Psychology,3 Credit(s),SOSC 1960 OR SOSC 1980,"",""
1208,SOSC 3000,Special Topics,1-4 Credit(s),"","",""
1209,SOSC 3010,Special Topics,3 Credit(s),"","",""
1210,SOSC 3110,Innovation and Technology in Hong Kong,3 Credit(s),"","",""
1211,SOSC 3120,Economic Development,3 Credit(s),"",ECON 4434,""
1212,SOSC 3130,Hong Kong Culture,3 Credit(s),"","",""
1213,SOSC 3150,"Science, Technology and Environment",3 Credit(s),"","",""
1214,SOSC 3240,Application of Geographical Information Systems,3 Credit(s),"","",""
1215,SOSC 3330,Modern Dictatorship: West and East,3 Credit(s),"","",""
1216,SOSC 3410,East Asian Economic Development,3 Credit(s),"","",""
1217,SOSC 3520,Understanding Comparative Politics,3 Credit(s),"","",""
1218,SOSC 3530,Social Movements and Contentious Politics,3 Credit(s),"","",""
1219,SOSC 3540,Psychology of Environmental Sustainability,3 Credit(s),SOSC 1960 OR SOSC 1980,"",""
1220,SOSC 3600,Public Policy Analysis,3 Credit(s),"","",""
1221,SOSC 3620,Critical Urban Studies,3 Credit(s),"","",""
1222,SOSC 3630,Democracy and Democratization around the World,3 Credit(s),"","",""
1223,SOSC 3700,Quantitative Social Analysis Laboratory,1 Credit(s),SOSC 2400,"",""
1224,SOSC 3880,Social Inequality and Social Mobility,3 Credit(s),"","",""
1225,SOSC 4000,Special Topics,1-4 Credit(s),"","",""
1226,SOSC 4100,Research Pro-seminar,1 Credit(s),SOSC 3700,"",""
1227,SOSC 4110,Capstone Project,3 Credit(s),"","",""
1228,SOSC 4260,China's Economic Transformation,3 Credit(s),ECON 2103 or SOSC 1350 or SOSC 1440,"ECON 4204, SOSC 2230 (prior to 2013-14)",""
1229,SOSC 4270,Social Change in Contemporary China,3 Credit(s),SOSC 1350 or SOSC 1850,"",""
1230,SOSC 4280,China in the Global Political Economy,3 Credit(s),HUMA 2590 or SOSC 1350 or SOSC 2290,"",""
1231,SOSC 4290,China's Sustainable Development,3 Credit(s),ENVR 3110 OR SOSC 1170 OR SOSC 3150 OR SOSC 3180 (prior to 2013-14),"",""
1232,SOSC 4310,Chinese Capitalism: Historical and Comparative Perspectives,3 Credit(s),"","",""
1233,SOSC 4320,Policy Analysis and Design for Sustainable Development,3 Credit(s),SOSC 2010 OR SOSC 3000H OR ENVR 1050 OR ENVR 1170 OR ENVR 3010I OR ENVS 2001 OR SUST 1000,"",""
1234,SOSC 4600,Understanding Chinese Politics,3 Credit(s),SOSC 1300 or SOSC 1350,"",""
1235,SOSC 4610,Quantitative Methods in the Social Sciences,3 Credit(s),ISOM 2500 or MATH 2411 or SOSC 1100,"ECON 3334, MATH 3424, MATH 4424, MGCS 5010, MGCS 5011, SSMA 5020",""
1236,SUST 1000,Introduction to Sustainability,3 Credit(s),"","",""
1237,TEMG 1010,Technology and Management Professional Activities,0 Credit(s),"","",""
1238,TEMG 4000,Special Topics,0-4 Credit(s),"","",""
1239,TEMG 4600,Communication for Technology and Management Applications and Innovative Product Development,3 Credit(s),"","",""
1240,TEMG 4950,Special Project,1-5 Credit(s),"","",""
1241,UROP 1000,Undergraduate Research Opportunities,0 Credit(s),"","",""
1242,UROP 1100,Undergraduate Research Opportunities Series 1,1 Credit(s),"","",""
1243,UROP 2100,Undergraduate Research Opportunities Series 2,1 Credit(s),UROP 1100,"",""
1244,UROP 3100,Undergraduate Research Opportunities Series 3,1 Credit(s),UROP 2100,"",""
1245,UROP 4100,Undergraduate Research Opportunities Series 4,1 Credit(s),UROP 3100,"",""
1246,WBBA 2010,Understanding Business in Asia,2 Credit(s),"","",""
1247,WBBA 2020,Seminars in Asia's Business,1 Credit(s),WBBA 2010,"",""
1248,WBBA 4010,Capstone Project,4 Credit(s),WBBA 2010 AND WBBA 2020,"",""
